time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780630953.127579,nmpc_dc,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,-0.000000,7.999991,-0.171058,1,7.165428,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000001,0.000000,0,2
1780630953.234134,nmpc_dc,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,-0.000000,7.999992,-0.212728,1,9.591697,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000001,0.000000,0,2
1780630953.326674,nmpc_dc,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,-0.000000,7.999992,-0.221782,1,5.193143,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000001,0.000000,0,2
1780630953.442156,nmpc_dc,-0.000000,-49.960000,-0.000000,0.799999,1.570799,0.000000,-48.360000,0.000000,45.000000,-0.000000,7.999980,-0.222623,1,13.939996,inf,inf,inf,inf,inf,0.017408,inf,inf,0.041600,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000000,0.799999,0,2
1780630953.528100,nmpc_dc,-0.000000,-49.840000,-0.000000,1.599997,1.570798,0.000000,-48.240000,0.000000,45.000000,0.000000,7.751393,-0.221388,1,5.590312,inf,inf,inf,inf,inf,0.019712,inf,inf,0.074400,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000000,1.599997,0,2
1780630953.910234,nmpc_dc,-0.000000,-49.641244,-0.000000,2.375137,1.570798,-0.256676,-48.061966,0.000000,45.000000,-2.286239,4.107336,-0.219679,1,4.821846,1.212166,1.255044,1.141557,1.141557,1.213872,0.023410,1.077965,1.077965,0.109233,1.081230,1.173001,1.066744,inf,nan,0.000000,1.066744,1.066744,1.066744,0.324359,0.049055,1.066745,0.324360,0.049056,-0.000000,0.000000,2.375137,10,4
1780630953.929589,nmpc_dc,-0.000000,-49.641244,-0.000000,2.375137,1.570798,-0.256676,-48.061966,0.000000,45.000000,-2.458409,3.832914,-0.217844,1,4.577946,1.212166,1.255044,1.141557,1.141557,1.213872,0.023410,1.077965,1.077965,0.109233,1.081230,1.173001,1.066744,inf,nan,0.000000,1.066744,1.066744,1.066744,0.325139,0.050689,1.066745,0.325140,0.050690,-0.000000,0.000000,2.375137,10,4
1780630953.948778,nmpc_dc,-0.011431,-49.383193,-0.228624,2.785870,1.577184,-0.297831,-47.808747,0.000000,45.000000,-1.731779,1.733511,-0.216685,1,4.520683,1.273162,1.293850,1.169754,1.169754,0.620000,0.026022,0.464611,0.464611,0.129367,0.464611,0.104509,-0.003491,inf,nan,0.000000,-0.003491,-0.003491,-0.003491,-0.061414,-0.110712,-0.003490,-0.061413,-0.110712,-0.000000,0.000001,2.795236,10,4
1780630953.971933,nmpc_dc,-0.012292,-49.384565,-0.245841,2.758428,1.574900,-0.297636,-47.809947,0.000000,45.000000,-1.590835,1.705525,-0.214739,1,5.097256,1.273634,1.294694,1.170638,1.170638,0.620000,0.025849,0.466050,0.466050,0.128101,0.466050,0.104496,-0.003489,inf,nan,0.000000,-0.003489,-0.003489,-0.003489,-0.062711,-0.111847,-0.003489,-0.062711,-0.111847,-0.000000,0.000000,2.769361,10,4
1780630954.059378,nmpc_dc,-0.044830,-49.100195,-0.404924,2.928980,1.675520,-0.343502,-47.527743,0.000000,45.000000,-1.208460,0.232183,-0.223853,1,7.024406,1.264930,1.298836,1.176366,1.176366,0.620000,0.027143,0.455510,0.455510,0.137347,0.455510,0.099558,-0.005630,inf,nan,0.000000,-0.005630,-0.005630,-0.005630,-0.053109,-0.129319,-0.004783,-0.053108,-0.129318,-0.000000,0.000847,2.956838,10,4
