time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780631256.123854,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,-0.004200,-48.400477,0.000000,45.000000,-0.037293,7.999913,-0.171380,1,18.364674,1.212411,1.182652,1.043077,1.043077,0.683839,0.016630,0.655209,0.655209,0.012000,0.655209,0.319747,0.207083,0.670333,0.016630,0.117653,0.545334,0.207083,0.207083,0.054026,0.016817,0.170852,0.036342,0.011726,-0.000000,0.000001,0.000000,10,2
1780631256.215334,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,-0.004266,-48.400462,0.000000,45.000000,-0.040783,7.999896,-0.212837,1,15.757026,1.208598,1.178567,1.040025,1.040025,0.683130,0.016631,0.654499,0.654499,0.012000,0.654499,0.308681,0.199454,0.668803,0.016631,0.117654,0.544340,0.199454,0.199454,0.050964,0.013535,0.165009,0.035311,0.010019,-0.000000,0.000000,0.000000,10,2
1780631256.310755,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000305,-48.400079,0.000000,45.000000,-0.000289,7.999992,-0.221941,1,13.284314,1.213668,1.183961,1.047753,1.047753,0.686960,0.016638,0.658322,0.658322,0.012000,0.658322,0.329855,0.217969,0.672405,0.016638,0.117682,0.548108,0.217969,0.217969,0.068644,0.031326,0.180929,0.045905,0.021935,-0.000000,0.000001,0.000000,10,2
1780631256.421545,proposed,-0.000001,-49.960000,-0.000029,0.799999,1.570601,0.001136,-48.361209,0.000000,45.000000,0.010330,7.999980,-0.222630,1,13.770375,1.173660,1.143064,1.026393,1.026393,0.686912,0.017383,0.627929,0.627929,0.041600,0.627930,0.309233,0.198656,0.670020,0.017383,0.115828,0.550709,0.198656,0.198656,0.059924,0.020885,0.158297,0.045785,0.017099,-0.000000,0.000000,0.799999,10,2
1780631256.509153,proposed,0.000047,-49.840000,0.001004,1.599997,1.570858,0.004591,-48.245235,0.000000,45.000000,0.036827,7.704775,-0.221365,1,12.328082,1.078642,1.047219,0.935535,0.935535,0.662705,0.019603,0.568702,0.568702,0.074400,0.568702,0.249550,0.141699,0.645200,0.019603,0.121563,0.520504,0.141699,0.141699,0.048301,0.029522,0.120064,0.039010,0.016177,-0.000000,0.000000,1.599998,10,2
1780631256.624406,proposed,0.000332,-49.641477,0.004687,2.370475,1.571260,0.012175,-48.055256,0.000000,45.000000,0.182477,3.621201,-1.312992,1,16.161836,0.960690,0.972587,0.860856,0.860856,0.620000,0.023099,0.487887,0.487887,0.109015,0.487887,0.178239,0.063322,0.620000,0.023099,0.129161,0.470025,0.063322,0.063322,0.014479,-0.003132,0.046240,0.009423,0.000002,-0.000000,0.000001,2.370479,10,0
1780631256.812639,proposed,0.001713,-49.386323,0.022934,2.732595,1.573246,0.070713,-47.876518,0.000000,45.000000,0.499482,1.168886,-0.709654,1,11.673392,0.692238,0.655029,0.549577,0.549577,0.620000,0.023809,0.468174,0.468174,0.126313,0.469878,0.163278,0.061913,0.620000,0.023809,0.134153,0.465969,0.061913,0.061913,0.011511,-0.001771,0.045905,0.003535,0.000021,-0.000000,0.000000,2.732691,10,2
1780631256.838258,proposed,0.001713,-49.386323,0.022934,2.732595,1.573246,0.071451,-47.875833,0.000000,45.000000,0.500397,0.997961,-0.400709,1,14.341080,0.685893,0.648856,0.543307,0.543307,0.620000,0.023823,0.467758,0.467758,0.126313,0.469864,0.162777,0.061410,0.620000,0.023823,0.133276,0.466943,0.061410,0.061410,0.011343,-0.001228,0.045402,0.003370,0.000023,-0.000000,0.000000,2.732691,10,2
1780631256.902463,proposed,0.006508,-49.108074,0.072974,2.832391,1.551517,0.196064,-47.698305,0.000000,45.000000,1.402269,0.059174,-0.246564,1,10.588671,0.506275,0.465860,0.361793,0.361793,0.678622,0.022785,0.361697,0.361697,0.131236,0.524601,0.245045,0.133966,0.645454,0.022785,0.131874,0.524601,0.133966,0.133966,0.045141,0.025052,0.119965,0.042879,0.026487,-0.000000,0.000001,2.833331,10,2
1780631257.033160,proposed,0.020817,-48.824539,0.213201,2.838308,1.491084,0.354180,-47.413588,0.000000,45.000000,2.128596,-0.027271,-0.200036,1,14.602504,0.468383,0.428901,0.320319,0.320319,0.683718,0.023384,0.320300,0.320300,0.131874,0.528459,0.278075,0.167302,0.649017,0.023384,0.132915,0.528459,0.167302,0.167302,0.069061,0.036469,0.147450,0.059876,0.029068,-0.000000,0.000000,2.846304,10,2
1780631257.114346,proposed,0.052780,-48.540844,0.426061,2.835581,1.414012,0.392586,-47.025601,0.000000,45.000000,1.295865,0.907267,-0.178662,1,12.164371,0.474827,0.436753,0.325648,0.325648,0.698368,0.025541,0.325633,0.325633,0.132915,0.539913,0.239207,0.132072,0.657688,0.025541,0.138431,0.534028,0.132072,0.132072,0.029259,0.004753,0.118724,0.033560,0.016315,-0.000000,0.000000,2.867411,10,2
1780631257.206797,proposed,0.101866,-48.252750,0.555647,2.926308,1.391766,0.394814,-46.726457,0.000000,45.000000,0.240594,0.673343,-0.169672,1,12.051131,0.453713,0.436315,0.304889,0.304889,0.696099,0.026346,0.304878,0.304878,0.138431,0.531322,0.221763,0.113376,0.655431,0.026346,0.141969,0.527906,0.113376,0.113376,0.023544,0.004750,0.101903,0.026477,0.012779,-0.000000,0.000000,2.978594,10,2
1780631257.315862,proposed,0.158633,-47.956753,0.579706,2.993642,1.386766,0.362489,-46.529385,0.000000,45.000000,-0.739368,-0.524268,-0.166003,1,12.005649,0.430294,0.390851,0.275617,0.275617,0.691107,0.024671,0.275612,0.275612,0.141969,0.524468,0.223219,0.114152,0.653242,0.024671,0.141969,0.524468,0.114152,0.114152,0.011167,0.022230,0.098149,0.014726,0.023427,-0.000000,0.000000,3.049254,10,2
