time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780631054.490235,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999991,-0.171058,1,16.240374,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,0.016640,0.117688,inf,inf,inf,inf,inf,753.568813,339.093843,237.363617,-0.000000,0.000001,0.000000,0,2
1780631054.606816,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999992,-0.212728,1,25.121736,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,0.016640,0.117688,inf,inf,inf,inf,inf,753.568310,339.093602,237.363431,-0.000000,0.000001,0.000000,0,2
1780631054.697602,proposed,0.000000,-49.960000,0.000000,0.799999,1.570799,0.000000,-48.360000,0.000000,45.000000,0.000000,7.999980,-0.221781,1,22.949095,inf,inf,inf,inf,inf,0.017408,inf,inf,0.041600,inf,inf,inf,inf,0.017408,0.115913,inf,inf,inf,inf,inf,753.558306,339.088762,237.359486,-0.000000,0.000000,0.799999,0,2
1780631054.803035,proposed,0.000000,-49.840000,0.000000,1.599997,1.570798,0.000000,-48.240000,0.000000,45.000000,0.000000,7.751393,-0.222603,1,24.979074,inf,inf,inf,inf,inf,0.019712,inf,inf,0.074400,inf,inf,inf,inf,0.019712,0.121923,inf,inf,inf,inf,inf,753.508670,339.065057,237.354153,-0.000000,0.000000,1.599997,0,2
1780631054.899373,proposed,0.000000,-49.641244,0.000000,2.375137,1.570798,0.000000,-48.041244,0.000000,45.000000,0.000000,4.291929,-0.221383,1,23.335515,inf,inf,inf,inf,inf,0.023410,inf,inf,0.109233,inf,inf,inf,inf,0.023410,0.129812,inf,inf,inf,inf,inf,753.425827,339.030293,237.335646,-0.000000,0.000000,2.375137,0,2
1780631055.000074,proposed,0.000000,-49.382270,0.000000,2.804329,1.570797,0.000000,-47.782270,0.000000,45.000000,0.000000,2.126237,-0.219659,1,11.735493,inf,inf,inf,inf,inf,0.026077,inf,inf,0.129812,inf,inf,inf,inf,0.026077,0.140348,inf,inf,inf,inf,inf,753.316804,338.987639,237.307338,-0.000000,0.000000,2.804329,0,0
1780631055.264379,proposed,0.000000,-49.091206,0.000000,3.016953,1.570797,0.000000,-47.491206,0.000000,45.000000,0.000000,1.019303,-0.217839,1,11.173895,inf,inf,inf,inf,inf,0.027562,inf,inf,0.140348,inf,inf,inf,inf,0.027562,0.145480,inf,inf,inf,inf,inf,753.201577,338.939239,237.273901,-0.000000,0.000000,3.016953,0,2
1780631055.277513,proposed,0.000000,-49.091206,0.000000,3.016953,1.570797,0.000000,-47.491206,0.000000,45.000000,0.000000,0.935943,-0.215987,1,10.691147,inf,inf,inf,inf,inf,0.027562,inf,inf,0.140348,inf,inf,inf,inf,0.027562,0.145058,inf,inf,inf,inf,inf,753.201926,338.939588,237.273614,-0.000000,0.000000,3.016953,0,2
1780631055.290533,proposed,0.000000,-48.784414,0.000000,3.118883,1.570797,0.000000,-47.184414,0.000000,45.000000,0.000000,0.477201,-0.214140,1,10.651616,inf,inf,inf,inf,inf,0.028313,inf,inf,0.145480,inf,inf,inf,inf,0.028313,0.147900,inf,inf,inf,inf,inf,753.083286,338.887643,237.237827,-0.000000,0.000000,3.118883,0,2
1780631055.402602,proposed,0.000000,-48.470140,0.000000,3.166604,1.570796,0.000000,-46.870140,0.000000,45.000000,0.000000,0.230826,-0.212306,1,18.582378,0.689349,inf,inf,inf,inf,0.028673,inf,inf,0.147900,inf,inf,inf,inf,0.028673,0.149074,inf,inf,inf,inf,inf,752.963690,338.834574,237.200734,-0.000000,0.000000,3.166604,0,2
