time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780645019.391117,nmpc_dc,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999991,-0.171058,1,3.511801,1.474568,1.197229,1.080603,1.080603,1.911334,0.016640,1.080603,1.080603,0.012000,1.882694,1.434568,1.346568,inf,nan,0.000000,1.346568,1.346568,1.346568,0.442297,0.177064,1.346568,0.442297,0.177064,-0.000000,0.000000,0.000000,10,2
1780645019.531511,nmpc_dc,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999992,-0.212728,1,3.482128,1.473259,1.195793,1.079056,1.079056,1.910707,0.016640,1.079056,1.079056,0.012000,1.882067,1.433259,1.345259,inf,nan,0.000000,1.345259,1.345259,1.345259,0.441922,0.177024,1.345259,0.441922,0.177024,-0.000000,0.000000,0.000000,10,2
1780645019.602959,nmpc_dc,0.000000,-49.960000,0.000000,0.799999,1.570799,0.000000,-48.360000,0.000000,45.000000,0.000000,7.999979,-0.221782,1,6.874164,1.509571,1.231389,1.115698,1.115698,1.930254,0.017408,1.115698,1.115698,0.041600,1.871246,1.469571,1.381571,inf,nan,0.000000,1.381571,1.381571,1.381571,0.529980,0.202005,1.381571,0.529980,0.202005,-0.000000,0.000000,0.799999,10,2
1780645019.702589,nmpc_dc,0.000000,-49.840000,0.000000,1.599997,1.570798,0.000000,-48.240000,0.000000,45.000000,0.000000,7.750965,-0.222624,1,2.280093,2.238512,1.964229,1.850125,1.850125,0.851341,0.019712,0.757229,0.757229,0.074400,0.757229,0.884064,0.796064,inf,nan,0.000000,0.796064,0.796064,0.796064,0.183820,-0.008567,0.796064,0.183820,-0.008567,-0.000000,0.000000,1.599997,10,2
1780645019.794162,nmpc_dc,0.000000,-49.641246,0.000000,2.375094,1.570798,0.000000,-48.041246,0.000000,45.000000,0.000000,4.292071,-0.221408,1,2.282034,2.493877,2.231818,2.123238,2.123238,0.905389,0.023409,0.772749,0.772749,0.109231,0.772749,1.002953,0.914953,inf,nan,0.000000,0.914953,0.914953,0.914953,0.192698,-0.003389,0.914953,0.192698,-0.003389,-0.000000,0.000000,2.375094,10,2
1780645019.903631,nmpc_dc,0.000000,-49.382276,0.000000,2.804301,1.570797,0.000000,-47.782276,0.000000,45.000000,0.000000,2.126361,-0.219684,1,3.137185,2.073419,1.794221,1.679320,1.679320,1.679646,0.026077,1.523636,1.523636,0.129811,1.523759,2.033419,1.945419,inf,nan,0.000000,1.945419,1.945419,1.945419,0.642649,-0.049202,1.945419,0.642649,-0.049202,-0.000000,0.000000,2.804301,10,0
1780645020.153382,nmpc_dc,0.000000,-49.091214,0.000000,3.016937,1.570797,0.000000,-47.491214,0.000000,45.000000,0.000000,1.019385,-0.217845,1,2.707025,2.365208,2.097646,1.981647,1.981647,1.738288,0.027562,1.570378,1.570378,0.140348,1.570378,2.296208,2.208208,inf,nan,0.000000,2.208208,2.208208,2.208208,0.642162,0.157497,2.208208,0.642162,0.157497,-0.000000,0.000000,3.016937,10,2
1780645020.168756,nmpc_dc,0.000000,-49.091214,0.000000,3.016937,1.570797,0.000000,-47.491214,0.000000,45.000000,0.000000,0.936022,-0.215989,1,2.508859,2.362677,2.094741,1.979201,1.979201,1.735371,0.027562,1.567461,1.567461,0.140348,1.567461,2.292928,2.204928,inf,nan,0.000000,2.204928,2.204928,2.204928,0.640654,0.156905,2.204928,0.640654,0.156905,-0.000000,0.000000,3.016937,10,2
1780645020.185935,nmpc_dc,0.000000,-48.784423,0.000000,3.118875,1.570797,0.000000,-47.184423,0.000000,45.000000,0.000000,0.477242,-0.214141,1,2.496723,2.332914,2.204281,2.083280,2.083280,1.809554,0.028313,1.635762,1.635762,0.145479,1.635762,2.292914,2.204914,inf,nan,0.000000,2.204914,2.204914,2.204914,0.670731,0.174118,2.204914,0.670731,0.174118,-0.000000,0.000000,3.118875,10,2
1780645020.301959,nmpc_dc,0.000000,-48.470150,0.000000,3.166600,1.570796,0.000000,-46.870150,0.000000,45.000000,0.000000,0.230847,-0.212306,1,2.639847,2.350222,2.212489,2.096741,2.096741,1.907839,0.028673,1.731267,1.731267,0.147899,1.731267,2.310222,2.222222,inf,nan,0.000000,2.222222,2.222222,2.222222,0.718564,0.186896,2.222222,0.718564,0.186896,-0.000000,0.000000,3.166600,10,2
1780645020.397377,nmpc_dc,0.000000,-48.152336,0.000000,3.189684,1.570796,0.000000,-46.552336,0.000000,45.000000,0.000000,0.109819,-0.210487,1,1.926007,2.398159,2.244572,2.130397,2.130397,2.007617,0.028849,1.829693,1.829693,0.149074,1.829694,2.358159,2.270159,inf,nan,0.000000,2.270159,2.270159,2.270159,0.770648,0.199454,2.270159,0.770648,0.199454,-0.000000,0.000000,3.189684,10,2
1780645020.508934,nmpc_dc,0.000000,-47.832818,0.000000,3.200666,1.570796,0.000000,-46.232818,0.000000,45.000000,0.000000,0.051957,-0.208683,1,3.138663,2.489160,2.315302,2.203016,2.203016,1.366089,0.028933,1.187522,1.187522,0.149634,1.187522,1.858085,1.770085,inf,nan,0.000000,1.770085,1.770085,1.770085,0.486058,-0.101289,1.770085,0.486058,-0.101289,-0.000000,0.000000,3.200666,10,2
1780645020.591291,nmpc_dc,0.000000,-47.512492,0.000000,3.205862,1.570796,0.000000,-45.912492,0.000000,45.000000,0.000000,0.024536,-0.206894,1,1.804379,2.520190,2.258047,2.151088,2.151088,1.281463,0.028973,1.102591,1.102591,0.149899,1.102591,1.676588,1.588588,inf,nan,0.000000,1.588588,1.588588,1.588588,0.439227,-0.176176,1.588588,0.439227,-0.176176,-0.000000,0.000000,3.205862,10,2
1780645020.700479,nmpc_dc,0.000000,-47.191783,0.000000,3.208316,1.570796,0.000000,-45.591783,0.000000,45.000000,0.000000,0.011579,-0.205121,1,2.047048,2.677040,2.413491,2.304483,2.304483,1.232526,0.028992,1.053510,1.053510,0.150024,1.053510,1.548456,1.460456,inf,nan,0.000000,1.460456,1.460456,1.460456,0.410554,0.049773,1.460456,0.410554,0.049773,-0.000000,0.000000,3.208316,10,2
1780645020.792525,nmpc_dc,0.000000,-46.870893,0.000000,3.209473,1.570796,0.000000,-45.270893,0.000000,45.000000,0.000000,0.005464,-0.203363,1,1.825171,2.427218,2.169723,2.063728,2.063728,1.202038,0.029001,1.022954,1.022954,0.150083,1.022954,1.456782,1.368782,inf,nan,0.000000,1.368782,1.368782,1.368782,0.384484,0.046908,1.368782,0.384484,0.046908,-0.000000,0.000000,3.209473,10,2
1780645020.903170,nmpc_dc,0.000000,-46.549919,0.000000,3.210020,1.570796,0.000000,-44.949919,0.000000,45.000000,0.000000,0.002578,-0.201620,1,1.884378,2.238997,1.986952,1.881692,1.881692,1.188147,0.029005,1.009031,1.009031,0.150111,1.009031,1.407445,1.319445,inf,nan,0.000000,1.319445,1.319445,1.319445,0.359338,0.046156,1.319445,0.359338,0.046156,-0.000000,0.000000,3.210020,10,2
