time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780631104.403021,nominal,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999991,-0.171058,1,6.786495,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,inf,inf,inf,-0.000000,0.000000,0.000000,0,2
1780631104.537565,nominal,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999992,-0.212728,1,6.040786,1.440167,1.181239,1.046753,1.046753,0.690086,0.016640,0.661446,0.661446,0.012000,0.661446,0.439856,0.351856,inf,nan,0.000000,0.351856,0.351856,0.351856,0.035165,-0.047377,0.351856,0.035165,-0.047377,-0.000000,0.000000,0.000000,10,2
1780631104.617966,nominal,0.000000,-49.960000,0.000000,0.799999,1.570799,0.000000,-48.360000,0.000000,45.000000,0.000000,7.999979,-0.221782,1,2.290795,1.426526,1.156595,1.043372,1.043372,0.654786,0.017408,0.595778,0.595778,0.041600,0.595778,0.372365,0.284365,inf,nan,0.000000,0.284365,0.284365,0.284365,0.032993,-0.047859,0.284365,0.032993,-0.047859,-0.000000,0.000000,0.799999,10,2
1780631104.718053,nominal,0.000000,-49.840000,0.000000,1.599997,1.570798,0.000000,-48.240000,0.000000,45.000000,0.000000,7.750965,-0.222624,1,2.075489,1.317268,1.043803,0.931737,0.931737,0.668139,0.019712,0.574027,0.574027,0.074400,0.574027,0.386478,0.298478,inf,nan,0.000000,0.298478,0.298478,0.298478,0.022182,-0.055732,0.298478,0.022182,-0.055732,-0.000000,0.000000,1.599997,10,2
1780631104.817318,nominal,0.000000,-49.641246,0.000000,2.375094,1.570798,0.000000,-48.041246,0.000000,45.000000,0.000000,4.292071,-0.221408,1,2.024539,1.211442,0.966823,0.855222,0.855222,0.620000,0.023409,0.487360,0.487360,0.109231,0.487360,0.226539,0.138539,inf,nan,0.000000,0.138539,0.138539,0.138539,-0.003546,-0.053448,0.138539,-0.003546,-0.053448,-0.000000,0.000000,2.375094,10,2
1780631104.916250,nominal,0.000000,-49.382276,0.000000,2.804301,1.570797,0.000000,-47.782276,0.000000,45.000000,0.000000,2.126361,-0.219684,1,2.006691,0.905495,0.643236,0.537655,0.537655,0.620000,0.026077,0.462013,0.462013,0.129811,0.464112,0.211018,0.123018,inf,nan,0.000000,0.123018,0.123018,0.123018,-0.028544,-0.124929,0.123018,-0.028544,-0.124929,-0.000000,0.000000,2.804301,10,2
1780631105.205023,nominal,0.000000,-49.091214,0.000000,3.016937,1.570797,-0.305902,-47.520729,0.000000,45.000000,-2.724693,0.756494,-0.217845,1,2.676292,0.670602,0.434305,0.330453,0.330453,0.620000,0.027562,0.330051,0.330051,0.140348,0.452090,0.008252,-0.079748,inf,nan,0.000000,-0.079748,-0.079748,-0.079748,-0.120139,-0.206084,-0.079748,-0.120139,-0.206084,-0.000000,0.000000,3.016937,10,4
1780631105.219924,nominal,0.000000,-49.091214,0.000000,3.016937,1.570797,-0.305902,-47.520729,0.000000,45.000000,-2.929881,0.653334,-0.215989,1,2.455248,0.670602,0.434305,0.330453,0.330453,0.620000,0.027562,0.330051,0.330051,0.140348,0.452090,0.005529,-0.082471,inf,nan,0.000000,-0.082471,-0.082471,-0.082471,-0.121036,-0.208349,-0.082471,-0.121036,-0.208349,-0.000000,0.000000,3.016937,10,4
1780631105.237167,nominal,-0.013623,-48.785738,-0.272469,3.092586,1.650045,-0.363726,-47.223862,0.000000,45.000000,-2.129554,0.233074,-0.222772,1,2.430472,0.557820,0.384865,0.270969,0.270969,0.620000,0.028219,0.270909,0.270909,0.144756,0.447025,-0.112087,-0.200087,inf,nan,0.000000,-0.200087,-0.200087,-0.200087,-0.160204,-0.174145,-0.200087,-0.160204,-0.174145,-0.000000,0.000000,3.104566,10,4
1780631105.306446,nominal,-0.051518,-48.475314,-0.485425,3.115894,1.716295,-0.423366,-46.917674,0.000000,45.000000,-1.317670,0.060238,-0.230255,1,1.817845,0.518198,0.372167,0.262038,0.262038,0.620000,0.028603,0.261989,0.261989,0.147233,0.444164,-0.090144,-0.178144,inf,nan,0.000000,-0.178144,-0.178144,-0.178144,-0.183127,-0.175502,-0.178144,-0.183127,-0.175502,-0.000000,0.000000,3.153479,10,4
