time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780631205.156194,dhocbf_fixed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,-0.000000,7.999991,-0.171058,1,13.287877,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,1448.422933,434.419258,86.852992,-0.000000,0.000001,0.000000,0,2
1780631205.260598,dhocbf_fixed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,1.116419,7.921718,-0.212706,1,9.270080,1.191091,1.181239,1.046753,1.046753,0.690086,0.016640,0.661446,0.661446,0.012000,0.661446,0.498599,0.396020,inf,nan,0.000000,0.396020,0.396020,0.396020,0.078488,-0.006098,0.386468,0.071272,0.000000,-0.000000,0.009873,0.000000,10,2
1780631205.361305,dhocbf_fixed,0.005582,-49.960391,0.111642,0.792172,1.661456,0.000000,-48.360391,0.000000,45.000000,2.900602,5.085487,-0.231627,1,8.593882,1.153305,1.153580,1.037872,1.037872,0.656202,0.017408,0.597194,0.597194,0.041600,0.597194,0.397411,0.292521,inf,nan,0.000000,0.292521,0.292521,0.292521,0.041056,-0.015399,0.291081,0.043382,0.000000,-0.000000,0.011563,0.800000,10,2
1780631205.462422,dhocbf_fixed,0.031249,-49.855747,0.401702,1.300720,1.758515,0.000000,-48.255747,0.000000,45.000000,3.492523,5.211054,-0.245442,1,6.785900,1.097213,1.066217,0.951513,0.951513,0.702882,0.018870,0.619731,0.619731,0.064280,0.619731,0.361162,0.260549,inf,nan,0.000000,0.260549,0.260549,0.260549,0.049207,-0.008502,0.255550,0.044690,0.000000,-0.000000,0.009095,1.361337,10,2
1780631205.565923,dhocbf_fixed,0.088882,-49.699619,0.750954,1.821826,1.836810,0.000000,-48.099619,0.000000,45.000000,-0.045059,4.787906,-0.255939,1,6.536813,0.993630,0.964906,0.850020,0.850020,0.721717,0.021351,0.609684,0.609684,0.090676,0.609690,0.367516,0.267220,inf,nan,0.000000,0.267220,0.267220,0.267220,0.054069,-0.005912,0.271378,0.056972,0.000000,-0.000000,0.007715,1.970528,10,2
1780631205.718927,dhocbf_fixed,0.163752,-49.493497,0.746448,2.300616,1.754029,0.000000,-47.893497,0.000000,45.000000,-2.034615,3.261073,-0.247819,1,4.684015,0.852496,0.831878,0.722841,0.722841,0.746506,0.023834,0.610821,0.610821,0.111279,0.611393,0.428288,0.323393,inf,nan,0.000000,0.323393,0.323393,0.323393,0.055341,-0.001207,0.315671,0.054553,0.000000,-0.000000,0.004373,2.418682,10,0
1780631205.952731,dhocbf_fixed,0.228224,-49.247130,0.542987,2.626724,1.653625,0.025910,-47.659973,0.000000,45.000000,-4.603425,1.009725,-0.233310,1,10.655903,0.717890,0.725138,0.621069,0.621069,0.620000,0.025273,0.470713,0.470713,0.123865,0.470861,0.232549,0.128710,inf,nan,0.000000,0.128710,0.128710,0.128710,0.020495,-0.029602,0.141099,0.025844,0.000000,-0.000000,0.007728,2.682259,10,4
1780631205.976457,dhocbf_fixed,0.228224,-49.247130,0.542987,2.626724,1.653625,0.025910,-47.659973,0.000000,45.000000,-4.670847,0.916306,-0.228146,1,8.787225,0.717890,0.725138,0.621069,0.621069,0.620000,0.025273,0.470713,0.470713,0.123865,0.470861,0.233344,0.129458,inf,nan,0.000000,0.129458,0.129458,0.129458,0.020799,-0.029599,0.141856,0.026138,0.000000,-0.000000,0.007717,2.682259,10,4
1780631205.999703,dhocbf_fixed,0.259506,-48.979409,0.082644,2.727696,1.620250,-0.007171,-47.400456,0.000000,45.000000,-3.673319,-1.685911,-0.221759,1,7.982415,0.592277,0.644836,0.536341,0.536341,0.620000,0.025604,0.465742,0.465742,0.126131,0.468265,0.232097,0.132609,inf,nan,0.000000,0.132609,0.132609,0.132609,0.023543,-0.032387,0.145876,0.027096,0.000000,-0.000000,0.009237,2.728948,10,4
1780631206.060633,dhocbf_fixed,0.249403,-48.715069,-0.284687,2.559105,1.728596,-0.040489,-47.139075,0.000000,45.000000,3.214953,-1.168971,-0.230539,1,11.291047,0.497474,0.584012,0.472260,0.472260,0.620000,0.024647,0.454570,0.454570,0.118696,0.476657,0.157866,0.061779,inf,nan,0.000000,0.061779,0.061779,0.061779,-0.003951,-0.024607,0.071434,0.006043,0.000000,-0.000000,0.016711,2.574891,10,4
1780631206.175063,dhocbf_fixed,0.237009,-48.465004,0.036808,2.442208,1.693780,-0.072053,-46.891453,0.000000,45.000000,-1.901935,0.995880,-0.227466,1,9.960509,0.438940,0.579273,0.463000,0.463000,0.867630,0.023874,0.462998,0.462998,0.112401,0.731355,0.421514,0.321781,inf,nan,0.000000,0.321781,0.321781,0.321781,0.129113,-0.013651,0.313434,0.130755,0.000000,-0.000000,0.000001,2.442485,10,4
1780631206.281012,dhocbf_fixed,0.231181,-48.215803,-0.153386,2.541796,1.710449,-0.103404,-46.645506,0.000000,45.000000,6.959918,-3.944559,-0.227075,1,18.286862,0.344340,0.353118,0.249646,0.249646,0.620000,0.024537,0.249636,0.249636,0.117335,0.478128,0.167662,0.071610,inf,nan,0.000000,0.071610,0.071610,0.071610,-0.028445,-0.008065,0.085834,0.000000,0.000000,-0.000000,0.027035,2.546420,10,4
1780631206.370929,dhocbf_fixed,0.250642,-47.981347,0.542606,2.147340,1.518231,-0.132501,-46.417239,0.000000,45.000000,-5.297161,4.102623,-0.204573,1,5.149104,0.782475,0.880755,0.770244,0.770244,1.498735,0.022743,0.770244,0.770244,0.101783,1.374210,0.754717,0.644941,inf,nan,0.000000,0.644941,0.644941,0.644941,0.255262,0.129699,0.660593,0.256103,0.136060,-0.000000,0.000000,2.214834,10,4
1780631206.473493,dhocbf_fixed,0.278416,-47.746099,0.012890,2.557603,1.493399,-0.161564,-46.189237,0.000000,45.000000,1.629349,-2.112676,-0.194946,1,18.439602,0.343249,0.400474,0.290539,0.290539,0.620000,0.024863,0.290497,0.290497,0.117871,0.477266,0.029779,-0.086689,inf,nan,0.000000,-0.086689,-0.086689,-0.086689,-0.063317,-0.031397,0.000000,0.000000,0.000000,-0.000000,0.085454,2.557635,10,4
1780631206.569328,dhocbf_fixed,0.287852,-47.500903,0.175825,2.346335,1.655397,-0.192169,-45.949144,0.000000,45.000000,3.633092,2.951968,-0.208916,1,7.867254,0.277509,0.328454,0.219775,0.219775,0.620000,0.023793,0.219772,0.219772,0.108192,0.488015,0.150342,0.040733,inf,nan,0.000000,0.040733,0.040733,0.040733,-0.001881,-0.002330,0.038144,-0.000000,0.000000,-0.000000,0.012792,2.352913,10,4
1780631206.679123,dhocbf_fixed,0.323600,-47.251509,0.539134,2.641532,1.852846,-0.222879,-45.708222,0.000000,45.000000,-2.142467,-5.448497,-0.232570,1,20.972105,0.354600,0.343809,0.239539,0.239539,0.620000,0.026144,0.239530,0.239530,0.124530,0.469325,-0.006535,-0.125020,inf,nan,0.000000,-0.125020,-0.125020,-0.125020,-0.072810,-0.038349,-0.000000,-0.000000,0.000000,-0.000000,0.134204,2.695989,10,4
1780631206.765485,dhocbf_fixed,0.366801,-47.014599,0.324887,2.096682,2.036776,-0.251905,-45.480518,0.000000,45.000000,-2.624473,4.943058,-0.257021,1,5.680543,0.327128,0.382646,0.272932,0.272932,0.847277,0.023187,0.272932,0.272932,0.097514,0.726576,0.287128,0.190569,inf,nan,0.000000,0.190569,0.190569,0.190569,0.043029,-0.025712,0.199125,0.062208,0.000000,-0.000000,0.004085,2.121704,10,4
1780631206.892906,dhocbf_fixed,0.386168,-46.780215,0.062440,2.590988,1.969403,-0.280994,-45.252311,0.000000,45.000000,2.350836,-2.870786,-3.003202,0,31.408163,0.334662,0.310504,0.199534,0.199534,0.620000,0.026128,0.199532,0.199532,0.119504,0.474368,-0.130013,-0.219041,inf,nan,0.000000,-0.219041,-0.219041,-0.219041,-0.136577,-0.064100,-0.110361,-0.037924,0.001351,-0.110361,0.239438,2.591740,10,4
1780631206.995396,dhocbf_fixed,0.404166,-46.535470,0.297524,2.303909,1.938919,-0.311405,-45.013737,0.000000,45.000000,7.316850,-3.234765,-0.918170,1,24.130663,0.273045,0.271901,0.159785,0.159785,0.620000,0.024856,0.159785,0.159785,0.106798,0.488346,-0.130298,-0.227706,inf,nan,0.000000,-0.227706,-0.227706,-0.227706,-0.125565,-0.042878,-0.000000,-0.000000,0.025250,-0.000000,0.240000,2.323041,10,4
1780631207.059293,dhocbf_fixed,0.470502,-46.321253,1.029209,1.980433,1.729423,-0.337214,-44.811266,0.000000,45.000000,-5.736652,-5.575915,-0.368192,1,9.840079,0.308924,0.295458,0.190770,0.190770,0.801895,0.025039,0.190770,0.190770,0.102570,0.674287,0.042395,-0.079920,inf,nan,0.000000,-0.079920,-0.079920,-0.079920,-0.073918,-0.039030,-0.000000,-0.000000,0.026654,-0.000000,0.082749,2.231902,10,4
1780631207.170174,dhocbf_fixed,0.544740,-46.151089,0.455544,1.422841,2.073651,-0.357371,-44.653135,0.000000,45.000000,-6.168500,5.094076,-0.265812,1,9.090714,0.632554,0.740392,0.627159,0.627159,1.295168,0.022553,0.627159,0.627159,0.069870,1.202745,0.592861,0.492836,inf,nan,0.000000,0.492836,0.492836,0.492836,0.257681,0.067256,0.489138,0.255611,0.077623,-0.000000,0.000000,1.493987,3,4
1780631207.289065,dhocbf_fixed,0.559452,-45.983335,-0.161306,1.932249,1.896445,-0.378177,-44.489908,0.000000,45.000000,1.014149,-5.002397,-2.469191,0,34.031840,0.301239,0.261587,0.152722,0.152722,0.620000,0.024723,0.152722,0.152722,0.089263,0.506014,-0.111493,-0.206913,inf,nan,0.000000,-0.206913,-0.206913,-0.206913,-0.124244,-0.032795,-0.106964,-0.059159,-0.022196,-0.106964,0.176873,1.938970,7,4
1780631207.362597,dhocbf_fixed,0.548392,-45.815122,-0.059891,1.432009,2.090658,-0.399453,-44.322997,0.000000,45.000000,-6.187127,5.071436,-0.775417,1,15.535741,inf,inf,inf,inf,inf,0.022777,inf,inf,0.067300,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,1445.685272,433.689501,86.729800,-0.000000,0.000000,1.433261,0,4
1780631207.462281,dhocbf_fixed,0.511467,-45.646564,-0.678604,1.939153,1.923757,-0.421186,-44.152502,0.000000,45.000000,6.410148,-4.786439,-0.328812,1,17.868089,0.271117,0.271728,0.168663,0.168663,0.650512,0.025228,0.168663,0.168663,0.094458,0.530826,0.096332,-0.006083,inf,nan,0.000000,-0.006083,-0.006083,-0.006083,-0.047549,-0.011445,0.007561,0.000000,0.000000,-0.000000,0.048358,2.054463,2,4
1780631207.567322,dhocbf_fixed,0.475658,-45.476581,-0.037589,1.460509,1.805548,-0.443080,-43.980746,0.000000,45.000000,-6.065086,5.216774,-0.202175,1,9.956868,0.265390,0.226554,0.117459,0.117459,1.532072,0.022592,0.117459,0.117459,0.068471,1.441009,0.225169,0.130059,inf,nan,0.000000,0.130059,0.130059,0.130059,0.220408,0.154551,0.121313,0.218568,0.154466,-0.000000,0.000000,1.460993,10,4
1780631207.683433,dhocbf_fixed,0.441573,-45.304446,-0.644098,1.982186,1.751153,-0.465216,-43.807088,0.000000,45.000000,-0.483948,-0.234922,-1.882391,0,28.429582,0.463586,0.445931,0.338042,0.338042,0.620000,0.025131,0.337940,0.337940,0.095807,0.499062,-0.065997,-0.180157,inf,nan,0.000000,-0.180157,-0.180157,-0.180157,-0.101183,-0.044888,-0.045551,-0.026620,0.005979,-0.045551,0.149630,2.084208,6,4
1780631207.767618,dhocbf_fixed,0.374744,-45.107402,-0.692493,1.958694,1.951657,-0.491000,-43.604812,0.000000,45.000000,5.656854,-5.656854,-0.593142,1,17.200026,0.277133,0.251916,0.133557,0.133557,0.878683,0.024727,0.133557,0.133557,0.095503,0.758454,0.069276,-0.023625,inf,nan,0.000000,-0.023625,-0.023625,-0.023625,-0.084511,0.013900,0.000000,-0.000000,0.014544,-0.000000,0.076124,2.077505,4,4
1780631207.856069,dhocbf_fixed,0.333779,-44.939817,-0.126807,1.393009,1.842433,-0.512676,-43.434768,0.000000,45.000000,-5.551845,5.759950,-0.255120,1,5.502483,0.289508,0.260594,0.146632,0.146632,1.470116,0.021729,0.146632,0.146632,0.065848,1.382539,0.256991,0.155943,inf,nan,0.000000,0.155943,0.155943,0.155943,0.219031,0.142445,0.164518,0.221670,0.146807,-0.000000,0.000001,1.398769,10,4
1780631207.992431,dhocbf_fixed,0.293339,-44.771716,-0.681992,1.969004,1.773519,-0.534407,-43.264282,0.000000,45.000000,-0.068172,-0.654116,-1.674654,0,33.943742,0.529641,0.504378,0.388805,0.388805,0.644273,0.024434,0.388555,0.388555,0.095787,0.524051,-0.112094,-0.202444,inf,nan,0.000000,-0.202444,-0.202444,-0.202444,-0.210230,-0.110755,-0.184017,-0.108116,-0.007507,-0.184017,0.240000,2.083768,4,4
1780631208.061287,dhocbf_fixed,0.224799,-44.578086,-0.688809,1.903592,1.940029,-0.559790,-43.065151,0.000000,45.000000,5.656854,-5.656854,-0.523774,1,14.289646,0.323021,0.288991,0.177335,0.177335,0.735664,0.023797,0.177335,0.177335,0.093099,0.618768,0.083748,-0.009610,inf,nan,0.000000,-0.009610,-0.009610,-0.009610,-0.080496,-0.011312,0.000000,-0.000000,0.000014,-0.000000,0.081337,2.024382,4,4
1780631208.171568,dhocbf_fixed,0.184202,-44.416012,-0.123123,1.337907,1.801298,-0.580769,-42.900576,0.000000,45.000000,-5.068436,6.189585,-0.217578,1,6.603500,0.528202,0.498542,0.382909,0.382909,1.581375,0.020897,0.382909,0.382909,0.063537,1.496940,0.494164,0.385641,inf,nan,0.000000,0.385641,0.385641,0.385641,0.285458,0.159291,0.381479,0.283007,0.160021,-0.000000,0.000000,1.343560,10,4
1780631208.280520,dhocbf_fixed,0.146548,-44.251273,-0.629967,1.956865,1.744886,-0.602034,-42.733748,0.000000,45.000000,5.656854,-5.656854,-0.133489,1,26.272936,0.372270,0.345149,0.229688,0.229688,0.620000,0.023683,0.229686,0.229686,0.094517,0.501800,0.094804,-0.005669,inf,nan,0.000000,-0.005669,-0.005669,-0.005669,-0.074282,-0.013525,0.000000,-0.000000,0.000567,-0.000000,0.076297,2.055767,5,4
1780631208.368351,dhocbf_fixed,0.111835,-44.083871,-0.064282,1.391180,1.672205,-0.623587,-42.564668,0.000000,45.000000,-5.154692,6.117937,-0.103696,1,7.748508,0.274623,0.236953,0.127333,0.127333,1.478253,0.020845,0.127333,0.127333,0.065592,1.391816,0.253672,0.142381,inf,nan,0.000000,0.142381,0.142381,0.142381,0.214593,0.146695,0.154617,0.220791,0.147863,-0.000000,0.000000,1.392664,10,4
1780631208.481082,dhocbf_fixed,0.079634,-43.914163,-0.579751,2.002973,1.648600,-0.645388,-42.393635,0.000000,45.000000,7.170587,3.547208,-0.093002,1,35.581053,0.276085,0.250097,0.138934,0.138934,0.620000,0.023662,0.138934,0.138934,0.095852,0.500486,-0.095799,-0.196946,inf,nan,0.000000,-0.196946,-0.196946,-0.196946,-0.149537,-0.028961,-0.000000,-0.000000,0.074592,-0.000000,0.239350,2.085189,6,4
1780631208.567417,dhocbf_fixed,0.057511,-43.696130,0.137308,2.357694,1.921623,-0.673090,-42.176313,0.000000,45.000000,-5.842035,-5.465403,-0.119471,1,7.609448,0.765224,0.738565,0.622746,0.622746,0.685123,0.025177,0.549088,0.549088,0.108603,0.551344,0.202261,0.106880,inf,nan,0.000000,0.106880,0.106880,0.106880,-0.008794,-0.002461,0.113694,0.000000,0.001762,-0.000000,0.006815,2.361689,10,4
1780631208.672984,dhocbf_fixed,0.042032,-43.487687,-0.446896,1.811154,2.108695,-0.699483,-41.969261,0.000000,45.000000,-5.060931,5.073523,-0.145693,1,15.114623,0.279378,0.321124,0.213649,0.213649,1.311684,0.022736,0.213649,0.213649,0.085992,1.202955,0.240314,0.129782,inf,nan,0.000000,0.129782,0.129782,0.129782,0.172290,0.112125,0.124323,0.173055,0.120619,-0.000000,0.000000,1.865474,4,4
1780631208.779884,dhocbf_fixed,-0.027962,-43.281204,-0.952989,2.318506,1.922381,-0.726502,-41.757300,0.000000,45.000000,5.656857,-5.656852,-0.131020,1,31.448955,0.348693,0.335222,0.230557,0.230557,0.785398,0.025807,0.230557,0.230557,0.115444,0.644147,0.097392,0.000268,inf,nan,0.000000,0.000268,0.000268,0.000268,-0.080812,0.019217,0.008487,-0.000000,0.033659,-0.000000,0.081112,2.506723,2,4
1780631208.855132,dhocbf_fixed,-0.094977,-43.077638,-0.387303,1.752821,1.754574,-0.753107,-41.548583,0.000000,45.000000,-3.716795,5.412712,-0.108249,1,14.735506,inf,inf,inf,inf,inf,0.021879,inf,inf,0.082884,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,1443.928870,433.145464,86.616097,-0.000000,0.000000,1.795100,0,4
1780631208.983999,dhocbf_fixed,-0.152291,-42.875292,-0.758982,2.294092,1.757153,-0.779404,-41.342284,0.000000,45.000000,-5.656854,-5.656854,-0.102132,1,22.071632,0.330615,0.296360,0.183515,0.183515,0.756428,0.024839,0.183515,0.183515,0.111171,0.620418,-0.012396,-0.110407,inf,nan,0.000000,-0.110407,-0.110407,-0.110407,-0.131649,-0.006649,-0.000000,-0.000000,0.045945,-0.000000,0.132659,2.416384,10,4
1780631209.056430,dhocbf_fixed,-0.256473,-42.674167,-1.324668,1.728407,2.047831,-0.806297,-41.131307,0.000000,45.000000,2.476648,6.628001,-0.131610,1,15.570752,0.306936,0.392981,0.283466,0.283466,1.124192,0.023128,0.283466,0.283466,0.100073,1.000991,0.214162,0.115858,inf,nan,0.000000,0.115858,0.115858,0.115858,-0.004124,0.101434,0.130237,0.000000,0.102558,-0.000000,0.001105,2.177644,2,4
1780631209.164262,dhocbf_fixed,-0.376557,-42.468187,-1.077003,2.391207,2.179437,-0.834053,-40.913557,0.000000,45.000000,0.892309,3.731872,-0.152466,1,14.725612,1.115001,1.182631,1.071829,1.071829,0.920393,0.025324,0.774085,0.774085,0.120984,0.774086,0.734299,0.625334,inf,nan,0.000000,0.625334,0.625334,0.625334,0.127071,0.010899,0.616708,0.124900,0.008802,-0.000000,0.000000,2.622557,2,4
1780631209.253994,dhocbf_fixed,-0.479796,-42.210407,-0.987772,2.764394,2.072337,-0.868038,-40.646949,0.000000,45.000000,0.993778,1.935831,-0.145035,1,13.490130,inf,inf,inf,inf,inf,0.027209,inf,inf,0.136289,inf,inf,inf,inf,nan,0.000000,inf,inf,inf,inf,inf,1443.351469,432.961859,86.573709,-0.000000,0.000000,2.935569,0,4
1780631209.364343,dhocbf_fixed,-0.573604,-41.924288,-0.888394,2.957977,1.954245,-0.905426,-40.353639,0.000000,45.000000,-3.963925,0.735513,-0.129396,1,17.456597,0.286489,0.254315,0.141133,0.141133,0.620000,0.028197,0.141132,0.141132,0.143945,0.447858,0.260936,0.151234,inf,nan,0.000000,0.151234,0.151234,0.151234,0.105258,-0.034326,0.133782,0.108233,-0.000000,-0.000000,0.031144,3.088507,10,4
1780631209.476922,dhocbf_fixed,-0.682263,-41.624813,-1.284787,3.031528,1.797650,-0.944727,-40.045322,0.000000,45.000000,-0.634072,-7.974832,-0.107607,1,17.226905,0.366860,0.341650,0.226112,0.226112,0.620000,0.029673,0.226094,0.226094,0.154341,0.435986,0.334411,0.232493,inf,nan,0.000000,0.232493,0.232493,0.232493,0.045211,-0.052455,0.238178,0.051927,-0.000000,-0.000000,0.062817,3.292543,10,4
