time_s,controller,x,y,vx,vy,yaw,ref_x,ref_y,goal_x,goal_y,ux,uy,alpha,feasible,solve_ms,clearance_m,d_lower_min,c_body,barrier,gamma_ref,recovery_energy,recoverable_margin,h_R,dynamic_reserve,recoverability_delta,pred_min_d_lower,pred_min_c_body,pred_min_gamma,pred_max_recovery_energy,pred_max_dynamic_reserve,pred_min_delta,pred_min_h_R,pred_min_psi0,pred_min_psi1,pred_min_psi2,pred_min_psi0_constraint,pred_min_psi1_constraint,pred_min_psi2_constraint,solver_constraint_margin,max_safety_slack,speed_mps,obstacle_count,guide_points
1780630853.137846,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999991,-0.171058,1,16.108200,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,0.016640,0.117688,inf,inf,inf,inf,inf,753.568813,339.093843,237.363617,-0.000000,0.000001,0.000000,0,2
1780630853.245250,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999992,-0.212728,1,15.763357,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,0.016640,0.117688,inf,inf,inf,inf,inf,753.568310,339.093602,237.363431,-0.000000,0.000001,0.000000,0,2
1780630853.352073,proposed,0.000000,-50.000000,0.000000,0.000000,1.570800,0.000000,-48.400000,0.000000,45.000000,0.000000,7.999992,-0.221782,1,28.606868,inf,inf,inf,inf,inf,0.016640,inf,inf,0.012000,inf,inf,inf,inf,0.016640,0.117688,inf,inf,inf,inf,inf,753.567796,339.093357,237.363242,-0.000000,0.000001,0.000000,0,2
1780630853.452439,proposed,0.000000,-49.960000,0.000000,0.799999,1.570799,0.000000,-48.360000,0.000000,45.000000,0.000000,7.999980,-0.222623,1,24.570980,inf,inf,inf,inf,inf,0.017408,inf,inf,0.041600,inf,inf,inf,inf,0.017408,0.115913,inf,inf,inf,inf,inf,753.557918,339.088573,237.359336,-0.000000,0.000000,0.799999,0,2
1780630853.540272,proposed,0.000000,-49.840000,0.000000,1.599997,1.570798,0.000000,-48.240000,0.000000,45.000000,0.000000,7.751393,-0.221388,1,17.029840,inf,inf,inf,inf,inf,0.019712,inf,inf,0.074400,inf,inf,inf,inf,0.019712,0.121923,inf,inf,inf,inf,inf,753.508411,339.064925,237.354005,-0.000000,0.000000,1.599997,0,2
1780630853.765365,proposed,0.000000,-49.641244,0.000000,2.375137,1.570798,0.000000,-48.041244,0.000000,45.000000,0.000000,4.291929,-0.219660,1,11.588176,inf,inf,inf,inf,inf,0.023410,inf,inf,0.109233,inf,inf,inf,inf,0.023410,0.129812,inf,inf,inf,inf,inf,753.425696,339.030163,237.335500,-0.000000,0.000000,2.375137,0,2
1780630853.778610,proposed,0.000000,-49.641244,0.000000,2.375137,1.570798,0.000000,-48.041244,0.000000,45.000000,0.000000,4.031392,-0.217839,1,10.813886,inf,inf,inf,inf,inf,0.023410,inf,inf,0.109233,inf,inf,inf,inf,0.023410,0.128747,inf,inf,inf,inf,inf,753.426623,339.031461,237.334938,-0.000000,0.000000,2.375137,0,2
1780630853.845194,proposed,0.000000,-49.383573,0.000000,2.778276,1.570797,0.000000,-47.783573,0.000000,45.000000,0.000000,2.222268,-0.215970,1,18.361964,inf,inf,inf,inf,inf,0.025903,inf,inf,0.128537,inf,inf,inf,inf,0.025903,0.139525,inf,inf,inf,inf,inf,753.317943,338.987711,237.306994,-0.000000,0.000000,2.778276,0,2
1780630853.946050,proposed,0.000000,-49.094634,0.000000,3.000503,1.570797,0.000000,-47.494634,0.000000,45.000000,0.000000,1.099559,-0.214136,1,24.355443,inf,inf,inf,inf,inf,0.027444,inf,inf,0.139525,inf,inf,inf,inf,0.027444,0.145053,inf,inf,inf,inf,inf,753.203081,338.939515,237.273926,-0.000000,0.000000,3.000503,0,2
1780630854.064136,proposed,0.000000,-48.789086,0.000000,3.110458,1.570796,-0.003985,-47.189446,0.000000,45.000000,-0.035486,0.523711,-0.212362,1,11.749672,1.289490,1.250700,1.131218,1.131218,0.933996,0.028243,0.760700,0.760700,0.145053,0.760700,0.828115,0.718073,0.933996,0.028243,0.147708,0.760700,0.717996,0.717996,0.307556,0.213445,0.701996,0.299557,0.213446,-0.000000,0.000000,3.110458,10,2
